line_metric_id,line_id,report_date,event_time,production_status,planned_production_minutes,downtime_minutes,operating_time_minutes,total_count,good_count,reject_count,availability,performance,quality,oee,alarm_count,bottleneck_equipment_id,oee_calculation_method
LMET-PL-SMT-09-20260719-00,PL-SMT-09,2026-07-19,2026-07-19T00:00:00+08:00,RUNNING,60,3,57,832,820,12,0.95,0.9252,0.9866,0.8672,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-01,PL-SMT-09,2026-07-19,2026-07-19T01:00:00+08:00,RUNNING,60,3,57,921,910,11,0.95,0.9158,0.9881,0.8597,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-02,PL-SMT-09,2026-07-19,2026-07-19T02:00:00+08:00,RUNNING,60,4,56,918,912,6,0.9333,0.929,0.9939,0.8617,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-03,PL-SMT-09,2026-07-19,2026-07-19T03:00:00+08:00,RUNNING,60,4,56,825,812,13,0.9333,0.9337,0.9852,0.8585,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-04,PL-SMT-09,2026-07-19,2026-07-19T04:00:00+08:00,RUNNING,60,4,56,857,852,5,0.9333,0.9184,0.995,0.8529,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-05,PL-SMT-09,2026-07-19,2026-07-19T05:00:00+08:00,RUNNING,60,4,56,1349,1337,12,0.9333,0.9638,0.9917,0.892,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-06,PL-SMT-09,2026-07-19,2026-07-19T06:00:00+08:00,RUNNING,60,4,56,614,610,4,0.9333,0.9138,0.995,0.8486,0,EQ-SMT-L09-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-07,PL-SMT-09,2026-07-19,2026-07-19T07:00:00+08:00,RUNNING,60,4,56,817,810,7,0.9333,0.9249,0.9915,0.8559,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-08,PL-SMT-09,2026-07-19,2026-07-19T08:00:00+08:00,RUNNING,60,4,56,856,850,6,0.9333,0.9178,0.9933,0.8508,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-09,PL-SMT-09,2026-07-19,2026-07-19T09:00:00+08:00,RUNNING,60,4,56,1290,1276,14,0.9333,0.9217,0.9897,0.8514,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-10,PL-SMT-09,2026-07-19,2026-07-19T10:00:00+08:00,RUNNING,60,4,56,816,810,6,0.9333,0.9232,0.993,0.8556,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-11,PL-SMT-09,2026-07-19,2026-07-19T11:00:00+08:00,RUNNING,60,3,57,1339,1324,15,0.95,0.9397,0.9894,0.8833,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-12,PL-SMT-09,2026-07-19,2026-07-19T12:00:00+08:00,RUNNING,60,4,56,1327,1311,16,0.9333,0.9483,0.9883,0.8747,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-13,PL-SMT-09,2026-07-19,2026-07-19T13:00:00+08:00,RUNNING,60,4,56,629,626,3,0.9333,0.9371,0.9958,0.8709,0,EQ-SMT-L09-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-14,PL-SMT-09,2026-07-19,2026-07-19T14:00:00+08:00,RUNNING,60,4,56,831,819,12,0.9333,0.9407,0.9856,0.8653,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-15,PL-SMT-09,2026-07-19,2026-07-19T15:00:00+08:00,RUNNING,60,4,56,860,855,5,0.9333,0.9219,0.9948,0.8559,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-16,PL-SMT-09,2026-07-19,2026-07-19T16:00:00+08:00,RUNNING,60,3,57,873,866,7,0.95,0.9196,0.9927,0.8672,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-17,PL-SMT-09,2026-07-19,2026-07-19T17:00:00+08:00,RUNNING,60,4,56,614,612,2,0.9333,0.9137,0.9972,0.8504,0,EQ-SMT-L09-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-18,PL-SMT-09,2026-07-19,2026-07-19T18:00:00+08:00,RUNNING,60,4,56,819,811,8,0.9333,0.9269,0.9908,0.8571,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-19,PL-SMT-09,2026-07-19,2026-07-19T19:00:00+08:00,RUNNING,60,2,58,637,630,7,0.9667,0.9162,0.9899,0.8767,0,EQ-SMT-L09-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-20,PL-SMT-09,2026-07-19,2026-07-19T20:00:00+08:00,RUNNING,60,4,56,882,876,6,0.9333,0.9455,0.9943,0.8774,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-21,PL-SMT-09,2026-07-19,2026-07-19T21:00:00+08:00,RUNNING,60,4,56,834,819,15,0.9333,0.9442,0.9827,0.866,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-22,PL-SMT-09,2026-07-19,2026-07-19T22:00:00+08:00,RUNNING,60,4,56,731,729,2,0.9333,0.9147,0.998,0.852,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260719-23,PL-SMT-09,2026-07-19,2026-07-19T23:00:00+08:00,RUNNING,60,4,56,1285,1278,7,0.9333,0.9183,0.9947,0.8525,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-00,PL-SMT-09,2026-07-20,2026-07-20T00:00:00+08:00,RUNNING,60,4,56,839,833,6,0.9333,0.9496,0.9935,0.8805,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-01,PL-SMT-09,2026-07-20,2026-07-20T01:00:00+08:00,RUNNING,60,4,56,926,923,3,0.9333,0.9378,0.9972,0.8728,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-02,PL-SMT-09,2026-07-20,2026-07-20T02:00:00+08:00,DEGRADED,60,15,45,1072,1065,7,0.75,0.9537,0.9941,0.7111,1,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-03,PL-SMT-09,2026-07-20,2026-07-20T03:00:00+08:00,RUNNING,60,3,57,820,813,7,0.95,0.9119,0.9922,0.8595,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-04,PL-SMT-09,2026-07-20,2026-07-20T04:00:00+08:00,RUNNING,60,4,56,832,821,11,0.9333,0.942,0.9875,0.8682,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-05,PL-SMT-09,2026-07-20,2026-07-20T05:00:00+08:00,RUNNING,60,4,56,612,608,4,0.9333,0.9113,0.9938,0.8452,0,EQ-SMT-L09-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-06,PL-SMT-09,2026-07-20,2026-07-20T06:00:00+08:00,RUNNING,60,4,56,1288,1275,13,0.9333,0.9204,0.9902,0.8506,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-07,PL-SMT-09,2026-07-20,2026-07-20T07:00:00+08:00,RUNNING,60,4,56,852,847,5,0.9333,0.9137,0.9948,0.8483,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-08,PL-SMT-09,2026-07-20,2026-07-20T08:00:00+08:00,RUNNING,60,4,56,825,821,4,0.9333,0.9335,0.9952,0.8671,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-09,PL-SMT-09,2026-07-20,2026-07-20T09:00:00+08:00,RUNNING,60,4,56,932,921,11,0.9333,0.9437,0.9892,0.8712,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-10,PL-SMT-09,2026-07-20,2026-07-20T10:00:00+08:00,RUNNING,60,4,56,903,896,7,0.9333,0.9682,0.9924,0.8968,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-11,PL-SMT-09,2026-07-20,2026-07-20T11:00:00+08:00,RUNNING,60,4,56,807,794,13,0.9333,0.9133,0.9847,0.8393,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-12,PL-SMT-09,2026-07-20,2026-07-20T12:00:00+08:00,RUNNING,60,4,56,913,911,2,0.9333,0.9243,0.9979,0.8608,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-13,PL-SMT-09,2026-07-20,2026-07-20T13:00:00+08:00,RUNNING,60,4,56,1309,1294,15,0.9333,0.9353,0.9892,0.8635,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-14,PL-SMT-09,2026-07-20,2026-07-20T14:00:00+08:00,RUNNING,60,4,56,872,861,11,0.9333,0.9349,0.9885,0.8625,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-15,PL-SMT-09,2026-07-20,2026-07-20T15:00:00+08:00,RUNNING,60,4,56,847,841,6,0.9333,0.958,0.9931,0.8879,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-16,PL-SMT-09,2026-07-20,2026-07-20T16:00:00+08:00,RUNNING,60,4,56,732,725,7,0.9333,0.9153,0.9917,0.8472,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-17,PL-SMT-09,2026-07-20,2026-07-20T17:00:00+08:00,RUNNING,60,4,56,1331,1325,6,0.9333,0.9509,0.9961,0.884,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-18,PL-SMT-09,2026-07-20,2026-07-20T18:00:00+08:00,RUNNING,60,2,58,761,752,9,0.9667,0.9187,0.9884,0.8778,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-19,PL-SMT-09,2026-07-20,2026-07-20T19:00:00+08:00,RUNNING,60,3,57,917,915,2,0.95,0.9126,0.9986,0.8658,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-20,PL-SMT-09,2026-07-20,2026-07-20T20:00:00+08:00,RUNNING,60,4,56,820,816,4,0.9333,0.9274,0.9955,0.8616,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-21,PL-SMT-09,2026-07-20,2026-07-20T21:00:00+08:00,RUNNING,60,2,58,754,749,5,0.9667,0.9109,0.9934,0.8748,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-22,PL-SMT-09,2026-07-20,2026-07-20T22:00:00+08:00,RUNNING,60,4,56,1309,1304,5,0.9333,0.935,0.9966,0.8697,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260720-23,PL-SMT-09,2026-07-20,2026-07-20T23:00:00+08:00,RUNNING,60,4,56,749,744,5,0.9333,0.9368,0.9943,0.8693,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-00,PL-SMT-09,2026-07-21,2026-07-21T00:00:00+08:00,RUNNING,60,4,56,921,917,4,0.9333,0.9327,0.9963,0.8673,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-01,PL-SMT-09,2026-07-21,2026-07-21T01:00:00+08:00,RUNNING,60,4,56,835,823,12,0.9333,0.9444,0.9859,0.869,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-02,PL-SMT-09,2026-07-21,2026-07-21T02:00:00+08:00,RUNNING,60,4,56,870,862,8,0.9333,0.9326,0.9911,0.8626,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-03,PL-SMT-09,2026-07-21,2026-07-21T03:00:00+08:00,RUNNING,60,4,56,1299,1295,4,0.9333,0.928,0.9972,0.8637,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-04,PL-SMT-09,2026-07-21,2026-07-21T04:00:00+08:00,RUNNING,60,4,56,742,735,7,0.9333,0.9282,0.9912,0.8587,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-05,PL-SMT-09,2026-07-21,2026-07-21T05:00:00+08:00,RUNNING,60,2,58,1327,1317,10,0.9667,0.9158,0.9931,0.8792,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-06,PL-SMT-09,2026-07-21,2026-07-21T06:00:00+08:00,RUNNING,60,4,56,863,860,3,0.9333,0.9249,0.9974,0.861,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-07,PL-SMT-09,2026-07-21,2026-07-21T07:00:00+08:00,RUNNING,60,4,56,1318,1310,8,0.9333,0.9416,0.994,0.8735,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-08,PL-SMT-09,2026-07-21,2026-07-21T08:00:00+08:00,RUNNING,60,4,56,628,624,4,0.9333,0.9347,0.9941,0.8672,0,EQ-SMT-L09-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-09,PL-SMT-09,2026-07-21,2026-07-21T09:00:00+08:00,RUNNING,60,3,57,868,865,3,0.95,0.9139,0.9975,0.866,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-10,PL-SMT-09,2026-07-21,2026-07-21T10:00:00+08:00,RUNNING,60,3,57,869,859,10,0.95,0.9153,0.9888,0.8598,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-11,PL-SMT-09,2026-07-21,2026-07-21T11:00:00+08:00,RUNNING,60,4,56,908,904,4,0.9333,0.9195,0.9966,0.8553,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-12,PL-SMT-09,2026-07-21,2026-07-21T12:00:00+08:00,RUNNING,60,4,56,808,804,4,0.9333,0.9147,0.996,0.8503,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-13,PL-SMT-09,2026-07-21,2026-07-21T13:00:00+08:00,RUNNING,60,4,56,856,848,8,0.9333,0.9176,0.991,0.8487,0,EQ-SMT-L09-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-14,PL-SMT-09,2026-07-21,2026-07-21T14:00:00+08:00,RUNNING,60,4,56,1312,1306,6,0.9333,0.9378,0.9955,0.8713,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-15,PL-SMT-09,2026-07-21,2026-07-21T15:00:00+08:00,RUNNING,60,4,56,731,728,3,0.9333,0.9146,0.9961,0.8503,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-16,PL-SMT-09,2026-07-21,2026-07-21T16:00:00+08:00,RUNNING,60,3,57,925,918,7,0.95,0.9197,0.9928,0.8674,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-17,PL-SMT-09,2026-07-21,2026-07-21T17:00:00+08:00,RUNNING,60,2,58,946,935,11,0.9667,0.9245,0.9888,0.8837,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-18,PL-SMT-09,2026-07-21,2026-07-21T18:00:00+08:00,RUNNING,60,4,56,1301,1288,13,0.9333,0.9294,0.9906,0.8593,0,EQ-SMT-L09-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-19,PL-SMT-09,2026-07-21,2026-07-21T19:00:00+08:00,RUNNING,60,4,56,737,730,7,0.9333,0.9214,0.9917,0.8528,0,EQ-SMT-L09-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-20,PL-SMT-09,2026-07-21,2026-07-21T20:00:00+08:00,RUNNING,60,3,57,835,825,10,0.95,0.9283,0.9891,0.8723,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-21,PL-SMT-09,2026-07-21,2026-07-21T21:00:00+08:00,RUNNING,60,2,58,845,835,10,0.9667,0.9234,0.9884,0.8823,0,EQ-SMT-L09-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-22,PL-SMT-09,2026-07-21,2026-07-21T22:00:00+08:00,RUNNING,60,2,58,938,936,2,0.9667,0.9173,0.9982,0.8852,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-09-20260721-23,PL-SMT-09,2026-07-21,2026-07-21T23:00:00+08:00,RUNNING,60,3,57,927,925,2,0.95,0.9222,0.9987,0.875,0,EQ-SMT-L09-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-00,PL-SMT-10,2026-07-14,2026-07-14T00:00:00+08:00,RUNNING,60,4,56,812,800,12,0.9333,0.9191,0.9854,0.8453,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-01,PL-SMT-10,2026-07-14,2026-07-14T01:00:00+08:00,RUNNING,60,4,56,619,615,4,0.9333,0.9222,0.9942,0.8557,0,EQ-SMT-L10-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-02,PL-SMT-10,2026-07-14,2026-07-14T02:00:00+08:00,RUNNING,60,3,57,634,626,8,0.95,0.9282,0.9883,0.8715,0,EQ-SMT-L10-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-03,PL-SMT-10,2026-07-14,2026-07-14T03:00:00+08:00,RUNNING,60,4,56,859,853,6,0.9333,0.921,0.994,0.8544,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-04,PL-SMT-10,2026-07-14,2026-07-14T04:00:00+08:00,RUNNING,60,4,56,805,799,6,0.9333,0.9115,0.9934,0.8451,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-05,PL-SMT-10,2026-07-14,2026-07-14T05:00:00+08:00,RUNNING,60,4,56,628,622,6,0.9333,0.9358,0.9909,0.8654,0,EQ-SMT-L10-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-06,PL-SMT-10,2026-07-14,2026-07-14T06:00:00+08:00,RUNNING,60,3,57,626,619,7,0.95,0.9165,0.989,0.8611,0,EQ-SMT-L10-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-07,PL-SMT-10,2026-07-14,2026-07-14T07:00:00+08:00,RUNNING,60,4,56,866,862,4,0.9333,0.9284,0.9955,0.8626,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-08,PL-SMT-10,2026-07-14,2026-07-14T08:00:00+08:00,RUNNING,60,3,57,878,868,10,0.95,0.9244,0.9888,0.8683,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-09,PL-SMT-10,2026-07-14,2026-07-14T09:00:00+08:00,RUNNING,60,4,56,735,733,2,0.9333,0.9198,0.9981,0.8568,0,EQ-SMT-L10-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-10,PL-SMT-10,2026-07-14,2026-07-14T10:00:00+08:00,RUNNING,60,3,57,1314,1312,2,0.95,0.9224,0.9988,0.8752,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-11,PL-SMT-10,2026-07-14,2026-07-14T11:00:00+08:00,RUNNING,60,4,56,808,798,10,0.9333,0.9141,0.9885,0.8433,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-12,PL-SMT-10,2026-07-14,2026-07-14T12:00:00+08:00,RUNNING,60,4,56,612,604,8,0.9333,0.9111,0.9884,0.8405,0,EQ-SMT-L10-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-13,PL-SMT-10,2026-07-14,2026-07-14T13:00:00+08:00,RUNNING,60,4,56,1308,1295,13,0.9333,0.9344,0.9908,0.8641,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-14,PL-SMT-10,2026-07-14,2026-07-14T14:00:00+08:00,RUNNING,60,4,56,883,875,8,0.9333,0.9465,0.9913,0.8757,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-15,PL-SMT-10,2026-07-14,2026-07-14T15:00:00+08:00,RUNNING,60,3,57,748,742,6,0.95,0.9195,0.9932,0.8676,0,EQ-SMT-L10-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-16,PL-SMT-10,2026-07-14,2026-07-14T16:00:00+08:00,DEGRADED,60,14,46,1084,1079,5,0.7667,0.9431,0.9958,0.72,1,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-17,PL-SMT-10,2026-07-14,2026-07-14T17:00:00+08:00,RUNNING,60,3,57,877,872,5,0.95,0.9242,0.9951,0.8737,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-18,PL-SMT-10,2026-07-14,2026-07-14T18:00:00+08:00,RUNNING,60,3,57,1321,1307,14,0.95,0.9275,0.9899,0.8722,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-19,PL-SMT-10,2026-07-14,2026-07-14T19:00:00+08:00,RUNNING,60,3,57,761,752,9,0.95,0.9347,0.9892,0.8784,0,EQ-SMT-L10-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-20,PL-SMT-10,2026-07-14,2026-07-14T20:00:00+08:00,RUNNING,60,4,56,820,807,13,0.9333,0.9282,0.9853,0.8536,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-21,PL-SMT-10,2026-07-14,2026-07-14T21:00:00+08:00,RUNNING,60,3,57,1344,1334,10,0.95,0.9436,0.9929,0.8901,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-22,PL-SMT-10,2026-07-14,2026-07-14T22:00:00+08:00,RUNNING,60,4,56,1279,1266,13,0.9333,0.9136,0.9899,0.8441,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260714-23,PL-SMT-10,2026-07-14,2026-07-14T23:00:00+08:00,RUNNING,60,4,56,734,732,2,0.9333,0.918,0.9984,0.8554,0,EQ-SMT-L10-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-00,PL-SMT-10,2026-07-15,2026-07-15T00:00:00+08:00,RUNNING,60,4,56,621,618,3,0.9333,0.9243,0.9966,0.8597,0,EQ-SMT-L10-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-01,PL-SMT-10,2026-07-15,2026-07-15T01:00:00+08:00,RUNNING,60,4,56,808,801,7,0.9333,0.9139,0.9918,0.8459,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-02,PL-SMT-10,2026-07-15,2026-07-15T02:00:00+08:00,RUNNING,60,4,56,850,845,5,0.9333,0.9115,0.9947,0.8462,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-03,PL-SMT-10,2026-07-15,2026-07-15T03:00:00+08:00,RUNNING,60,4,56,1292,1279,13,0.9333,0.9232,0.9901,0.8531,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-04,PL-SMT-10,2026-07-15,2026-07-15T04:00:00+08:00,RUNNING,60,4,56,734,726,8,0.9333,0.9178,0.9895,0.8476,0,EQ-SMT-L10-RFL01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-05,PL-SMT-10,2026-07-15,2026-07-15T05:00:00+08:00,RUNNING,60,4,56,826,815,11,0.9333,0.9344,0.9877,0.8613,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-06,PL-SMT-10,2026-07-15,2026-07-15T06:00:00+08:00,RUNNING,60,4,56,874,863,11,0.9333,0.9368,0.9881,0.8639,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-07,PL-SMT-10,2026-07-15,2026-07-15T07:00:00+08:00,RUNNING,60,4,56,1303,1296,7,0.9333,0.9308,0.9949,0.8643,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-08,PL-SMT-10,2026-07-15,2026-07-15T08:00:00+08:00,RUNNING,60,4,56,612,606,6,0.9333,0.9114,0.9905,0.8425,0,EQ-SMT-L10-RTR01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-09,PL-SMT-10,2026-07-15,2026-07-15T09:00:00+08:00,RUNNING,60,4,56,822,813,9,0.9333,0.9299,0.9901,0.8593,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-10,PL-SMT-10,2026-07-15,2026-07-15T10:00:00+08:00,RUNNING,60,4,56,1275,1266,9,0.9333,0.9108,0.993,0.8441,0,EQ-SMT-L10-MNT01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-11,PL-SMT-10,2026-07-15,2026-07-15T11:00:00+08:00,RUNNING,60,4,56,913,902,11,0.9333,0.9246,0.9885,0.853,0,EQ-SMT-L10-PRN01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-12,PL-SMT-10,2026-07-15,2026-07-15T12:00:00+08:00,RUNNING,60,4,56,809,797,12,0.9333,0.9155,0.9858,0.8423,0,EQ-SMT-L10-AOI01,BOTTLENECK_EQUIPMENT
LMET-PL-SMT-10-20260715-13,PL-SMT-10,2026-07-15,2026-07-15T13:00:00+08:00,RUNNING,60,4,56,864,855,9,0.9333,0.9262,0.9897,0.8555,0,EQ-SMT-L10-SPI01,BOTTLENECK_EQUIPMENT
