metric_id,line_id,equipment_id,report_date,event_time,equipment_status,pcb_barcode_reading,planned_production_minutes,downtime_minutes,operating_time_minutes,ideal_cycle_time_seconds,total_count,good_count,reject_count,availability,performance,quality,oee,alarm_count
MET-EQ-SMT-L09-SPI01-20260714-14,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T14:00:00+08:00,RUNNING,,60,2,58,3.6,933,924,9,0.9667,0.9659,0.9913,0.9256,0
MET-EQ-SMT-L09-SPI01-20260714-15,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T15:00:00+08:00,RUNNING,,60,3,57,3.6,914,906,8,0.95,0.9626,0.9921,0.9072,0
MET-EQ-SMT-L09-SPI01-20260714-16,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T16:00:00+08:00,RUNNING,,60,4,56,3.6,859,855,4,0.9333,0.9204,0.9965,0.856,0
MET-EQ-SMT-L09-SPI01-20260714-17,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T17:00:00+08:00,RUNNING,,60,1,59,3.6,944,936,8,0.9833,0.9607,0.992,0.9371,0
MET-EQ-SMT-L09-SPI01-20260714-18,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T18:00:00+08:00,RUNNING,,60,2,58,3.6,922,918,4,0.9667,0.954,0.9958,0.9184,0
MET-EQ-SMT-L09-SPI01-20260714-19,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T19:00:00+08:00,RUNNING,,60,3,57,3.6,871,869,2,0.95,0.9172,0.9984,0.8699,0
MET-EQ-SMT-L09-SPI01-20260714-20,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T20:00:00+08:00,RUNNING,,60,3,57,3.6,930,924,6,0.95,0.979,0.9943,0.9247,0
MET-EQ-SMT-L09-SPI01-20260714-21,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T21:00:00+08:00,RUNNING,,60,2,58,3.6,898,891,7,0.9667,0.9299,0.9924,0.8921,0
MET-EQ-SMT-L09-SPI01-20260714-22,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T22:00:00+08:00,RUNNING,,60,1,59,3.6,954,948,6,0.9833,0.9704,0.9942,0.9487,0
MET-EQ-SMT-L09-SPI01-20260714-23,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-14,2026-07-14T23:00:00+08:00,RUNNING,,60,4,56,3.6,908,898,10,0.9333,0.9731,0.9891,0.8983,0
MET-EQ-SMT-L09-SPI01-20260715-00,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T00:00:00+08:00,RUNNING,,60,4,56,3.6,852,845,7,0.9333,0.9132,0.9927,0.8461,0
MET-EQ-SMT-L09-SPI01-20260715-01,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T01:00:00+08:00,RUNNING,,60,1,59,3.6,946,937,9,0.9833,0.9627,0.9907,0.9378,0
MET-EQ-SMT-L09-SPI01-20260715-02,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T02:00:00+08:00,RUNNING,,60,2,58,3.6,911,907,4,0.9667,0.9426,0.9961,0.9077,0
MET-EQ-SMT-L09-SPI01-20260715-03,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T03:00:00+08:00,RUNNING,,60,3,57,3.6,865,856,9,0.95,0.9109,0.9906,0.8572,0
MET-EQ-SMT-L09-SPI01-20260715-04,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T04:00:00+08:00,RUNNING,,60,4,56,3.6,890,887,3,0.9333,0.954,0.9967,0.8874,0
MET-EQ-SMT-L09-SPI01-20260715-05,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T05:00:00+08:00,RUNNING,,60,1,59,3.6,912,905,7,0.9833,0.9276,0.9929,0.9056,0
MET-EQ-SMT-L09-SPI01-20260715-06,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T06:00:00+08:00,RUNNING,,60,2,58,3.6,910,902,8,0.9667,0.9415,0.9914,0.9023,0
MET-EQ-SMT-L09-SPI01-20260715-07,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T07:00:00+08:00,RUNNING,,60,3,57,3.6,894,888,6,0.95,0.942,0.9937,0.8893,0
MET-EQ-SMT-L09-SPI01-20260715-08,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T08:00:00+08:00,RUNNING,,60,4,56,3.6,891,889,2,0.9333,0.9547,0.9984,0.8896,0
MET-EQ-SMT-L09-SPI01-20260715-09,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T09:00:00+08:00,RUNNING,,60,1,59,3.6,940,929,11,0.9833,0.9567,0.9892,0.9306,0
MET-EQ-SMT-L09-SPI01-20260715-10,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T10:00:00+08:00,RUNNING,,60,1,59,3.6,895,884,11,0.9833,0.9102,0.988,0.8843,0
MET-EQ-SMT-L09-SPI01-20260715-11,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T11:00:00+08:00,RUNNING,,60,4,56,3.6,875,866,9,0.9333,0.938,0.9904,0.867,0
MET-EQ-SMT-L09-SPI01-20260715-12,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T12:00:00+08:00,RUNNING,,60,3,57,3.6,919,913,6,0.95,0.9679,0.9935,0.9135,0
MET-EQ-SMT-L09-SPI01-20260715-13,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T13:00:00+08:00,RUNNING,,60,2,58,3.6,930,923,7,0.9667,0.963,0.993,0.9244,0
MET-EQ-SMT-L09-SPI01-20260715-14,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T14:00:00+08:00,RUNNING,,60,1,59,3.6,945,938,7,0.9833,0.9619,0.9929,0.9391,0
MET-EQ-SMT-L09-SPI01-20260715-15,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T15:00:00+08:00,RUNNING,,60,4,56,3.6,906,900,6,0.9333,0.9713,0.9944,0.9014,0
MET-EQ-SMT-L09-SPI01-20260715-16,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T16:00:00+08:00,RUNNING,,60,3,57,3.6,929,924,5,0.95,0.9784,0.9954,0.9252,0
MET-EQ-SMT-L09-SPI01-20260715-17,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T17:00:00+08:00,RUNNING,,60,2,58,3.6,889,885,4,0.9667,0.9201,0.9962,0.8861,0
MET-EQ-SMT-L09-SPI01-20260715-18,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T18:00:00+08:00,RUNNING,,60,1,59,3.6,952,950,2,0.9833,0.9682,0.9989,0.951,0
MET-EQ-SMT-L09-SPI01-20260715-19,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T19:00:00+08:00,RUNNING,,60,4,56,3.6,900,898,2,0.9333,0.9645,0.9987,0.899,0
MET-EQ-SMT-L09-SPI01-20260715-20,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T20:00:00+08:00,RUNNING,,60,4,56,3.6,890,887,3,0.9333,0.9542,0.997,0.8879,0
MET-EQ-SMT-L09-SPI01-20260715-21,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T21:00:00+08:00,RUNNING,,60,1,59,3.6,914,909,5,0.9833,0.9296,0.9951,0.9096,0
MET-EQ-SMT-L09-SPI01-20260715-22,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T22:00:00+08:00,RUNNING,,60,2,58,3.6,942,938,4,0.9667,0.9751,0.9967,0.9395,0
MET-EQ-SMT-L09-SPI01-20260715-23,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-15,2026-07-15T23:00:00+08:00,RUNNING,,60,3,57,3.6,907,904,3,0.95,0.9555,0.9968,0.9048,0
MET-EQ-SMT-L09-SPI01-20260716-00,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T00:00:00+08:00,RUNNING,,60,3,57,3.6,883,882,1,0.95,0.9303,0.9989,0.8828,0
MET-EQ-SMT-L09-SPI01-20260716-01,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T01:00:00+08:00,RUNNING,,60,2,58,3.6,881,875,6,0.9667,0.9121,0.9934,0.8759,0
MET-EQ-SMT-L09-SPI01-20260716-02,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T02:00:00+08:00,RUNNING,,60,1,59,3.6,947,939,8,0.9833,0.9637,0.9921,0.9401,0
MET-EQ-SMT-L09-SPI01-20260716-03,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T03:00:00+08:00,RUNNING,,60,4,56,3.6,895,887,8,0.9333,0.9599,0.9919,0.8886,0
MET-EQ-SMT-L09-SPI01-20260716-04,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T04:00:00+08:00,RUNNING,,60,3,57,3.6,910,907,3,0.95,0.9588,0.9972,0.9083,0
MET-EQ-SMT-L09-SPI01-20260716-05,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T05:00:00+08:00,RUNNING,,60,2,58,3.6,905,897,8,0.9667,0.9369,0.9913,0.8978,0
MET-EQ-SMT-L09-SPI01-20260716-06,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T06:00:00+08:00,RUNNING,,60,1,59,3.6,960,951,9,0.9833,0.9764,0.9913,0.9517,0
MET-EQ-SMT-L09-SPI01-20260716-07,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T07:00:00+08:00,RUNNING,,60,4,56,3.6,902,896,6,0.9333,0.9674,0.9934,0.8969,0
MET-EQ-SMT-L09-SPI01-20260716-08,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T08:00:00+08:00,RUNNING,,60,3,57,3.6,915,912,3,0.95,0.9634,0.9977,0.9131,0
MET-EQ-SMT-L09-SPI01-20260716-09,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T09:00:00+08:00,RUNNING,,60,2,58,3.6,926,923,3,0.9667,0.9585,0.9972,0.924,0
MET-EQ-SMT-L09-SPI01-20260716-10,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T10:00:00+08:00,RUNNING,,60,4,56,3.6,878,872,6,0.9333,0.9417,0.9937,0.8734,0
MET-EQ-SMT-L09-SPI01-20260716-11,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T11:00:00+08:00,RUNNING,,60,1,59,3.6,900,898,2,0.9833,0.9162,0.9986,0.8996,0
MET-EQ-SMT-L09-SPI01-20260716-12,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T12:00:00+08:00,RUNNING,,60,2,58,3.6,902,898,4,0.9667,0.9333,0.9956,0.8983,0
MET-EQ-SMT-L09-SPI01-20260716-13,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T13:00:00+08:00,RUNNING,,60,3,57,3.6,879,875,4,0.95,0.9256,0.9956,0.8755,0
MET-EQ-SMT-L09-SPI01-20260716-14,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T14:00:00+08:00,RUNNING,,60,4,56,3.6,871,862,9,0.9333,0.9337,0.9898,0.8625,0
MET-EQ-SMT-L09-SPI01-20260716-15,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T15:00:00+08:00,RUNNING,,60,1,59,3.6,944,936,8,0.9833,0.9604,0.9916,0.9364,0
MET-EQ-SMT-L09-SPI01-20260716-16,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T16:00:00+08:00,RUNNING,,60,2,58,3.6,933,923,10,0.9667,0.9653,0.9898,0.9236,0
MET-EQ-SMT-L09-SPI01-20260716-17,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T17:00:00+08:00,RUNNING,,60,3,57,3.6,865,859,6,0.95,0.9114,0.9936,0.8603,0
MET-EQ-SMT-L09-SPI01-20260716-18,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T18:00:00+08:00,RUNNING,,60,4,56,3.6,884,881,3,0.9333,0.9476,0.9967,0.8815,0
MET-EQ-SMT-L09-SPI01-20260716-19,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T19:00:00+08:00,RUNNING,,60,1,59,3.6,957,949,8,0.9833,0.9736,0.9924,0.9501,0
MET-EQ-SMT-L09-SPI01-20260716-20,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T20:00:00+08:00,RUNNING,,60,1,59,3.6,947,943,4,0.9833,0.9632,0.996,0.9433,0
MET-EQ-SMT-L09-SPI01-20260716-21,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T21:00:00+08:00,RUNNING,,60,4,56,3.6,897,888,9,0.9333,0.9613,0.99,0.8882,0
MET-EQ-SMT-L09-SPI01-20260716-22,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T22:00:00+08:00,FAULT,,60,24,36,3.6,577,574,3,0.6,0.9618,0.9956,0.5745,1
MET-EQ-SMT-L09-SPI01-20260716-23,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-16,2026-07-16T23:00:00+08:00,RUNNING,,60,2,58,3.6,915,905,10,0.9667,0.9466,0.9896,0.9056,0
MET-EQ-SMT-L09-SPI01-20260717-00,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T00:00:00+08:00,RUNNING,,60,2,58,3.6,913,906,7,0.9667,0.9452,0.9928,0.9071,0
MET-EQ-SMT-L09-SPI01-20260717-01,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T01:00:00+08:00,RUNNING,,60,3,57,3.6,927,923,4,0.95,0.9766,0.9967,0.9247,0
MET-EQ-SMT-L09-SPI01-20260717-02,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T02:00:00+08:00,RUNNING,,60,4,56,3.6,887,880,7,0.9333,0.9505,0.9926,0.8805,0
MET-EQ-SMT-L09-SPI01-20260717-03,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T03:00:00+08:00,RUNNING,,60,1,59,3.6,895,887,8,0.9833,0.9109,0.9911,0.8877,0
MET-EQ-SMT-L09-SPI01-20260717-04,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T04:00:00+08:00,RUNNING,,60,2,58,3.6,919,911,8,0.9667,0.9513,0.9918,0.9121,0
MET-EQ-SMT-L09-SPI01-20260717-05,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T05:00:00+08:00,RUNNING,,60,3,57,3.6,900,893,7,0.95,0.948,0.9926,0.8939,0
MET-EQ-SMT-L09-SPI01-20260717-06,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T06:00:00+08:00,RUNNING,,60,4,56,3.6,910,907,3,0.9333,0.9758,0.997,0.908,0
MET-EQ-SMT-L09-SPI01-20260717-07,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T07:00:00+08:00,RUNNING,,60,1,59,3.6,930,923,7,0.9833,0.9461,0.9925,0.9233,0
MET-EQ-SMT-L09-SPI01-20260717-08,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T08:00:00+08:00,RUNNING,,60,2,58,3.6,908,904,4,0.9667,0.9394,0.9963,0.9048,0
MET-EQ-SMT-L09-SPI01-20260717-09,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T09:00:00+08:00,RUNNING,,60,3,57,3.6,923,921,2,0.95,0.9726,0.9989,0.923,0
MET-EQ-SMT-L09-SPI01-20260717-10,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T10:00:00+08:00,RUNNING,,60,3,57,3.6,926,918,8,0.95,0.9748,0.9921,0.9187,0
MET-EQ-SMT-L09-SPI01-20260717-11,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T11:00:00+08:00,RUNNING,,60,2,58,3.6,921,918,3,0.9667,0.9529,0.9972,0.9186,0
MET-EQ-SMT-L09-SPI01-20260717-12,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T12:00:00+08:00,RUNNING,,60,1,59,3.6,907,904,3,0.9833,0.9224,0.9972,0.9045,0
MET-EQ-SMT-L09-SPI01-20260717-13,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T13:00:00+08:00,RUNNING,,60,4,56,3.6,852,842,10,0.9333,0.9134,0.9883,0.8425,0
MET-EQ-SMT-L09-SPI01-20260717-14,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T14:00:00+08:00,RUNNING,,60,3,57,3.6,898,892,6,0.95,0.9463,0.9938,0.8934,0
MET-EQ-SMT-L09-SPI01-20260717-15,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T15:00:00+08:00,RUNNING,,60,2,58,3.6,897,886,11,0.9667,0.9281,0.9883,0.8867,0
MET-EQ-SMT-L09-SPI01-20260717-16,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T16:00:00+08:00,RUNNING,,60,1,59,3.6,963,961,2,0.9833,0.9797,0.998,0.9614,0
MET-EQ-SMT-L09-SPI01-20260717-17,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T17:00:00+08:00,RUNNING,,60,4,56,3.6,910,907,3,0.9333,0.9759,0.9978,0.9088,0
MET-EQ-SMT-L09-SPI01-20260717-18,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T18:00:00+08:00,RUNNING,,60,3,57,3.6,873,868,5,0.95,0.9199,0.9945,0.8691,0
MET-EQ-SMT-L09-SPI01-20260717-19,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T19:00:00+08:00,RUNNING,,60,2,58,3.6,900,895,5,0.9667,0.9316,0.9952,0.8963,0
MET-EQ-SMT-L09-SPI01-20260717-20,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T20:00:00+08:00,RUNNING,,60,2,58,3.6,923,915,8,0.9667,0.9553,0.9923,0.9164,0
MET-EQ-SMT-L09-SPI01-20260717-21,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T21:00:00+08:00,RUNNING,,60,3,57,3.6,872,867,5,0.95,0.9184,0.9949,0.868,0
MET-EQ-SMT-L09-SPI01-20260717-22,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T22:00:00+08:00,RUNNING,,60,4,56,3.6,886,878,8,0.9333,0.9502,0.9911,0.8789,0
MET-EQ-SMT-L09-SPI01-20260717-23,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-17,2026-07-17T23:00:00+08:00,RUNNING,,60,1,59,3.6,934,924,10,0.9833,0.9501,0.9895,0.9244,0
MET-EQ-SMT-L09-SPI01-20260718-00,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T00:00:00+08:00,RUNNING,,60,1,59,3.6,910,905,5,0.9833,0.9262,0.9947,0.9059,0
MET-EQ-SMT-L09-SPI01-20260718-01,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T01:00:00+08:00,RUNNING,,60,4,56,3.6,902,894,8,0.9333,0.9671,0.9912,0.8947,0
MET-EQ-SMT-L09-SPI01-20260718-02,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T02:00:00+08:00,RUNNING,,60,3,57,3.6,905,901,4,0.95,0.9533,0.9963,0.9023,0
MET-EQ-SMT-L09-SPI01-20260718-03,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T03:00:00+08:00,RUNNING,,60,2,58,3.6,936,925,11,0.9667,0.9693,0.9892,0.9269,0
MET-EQ-SMT-L09-SPI01-20260718-04,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T04:00:00+08:00,RUNNING,,60,1,59,3.6,935,929,6,0.9833,0.9515,0.9937,0.9297,0
MET-EQ-SMT-L09-SPI01-20260718-05,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T05:00:00+08:00,RUNNING,,60,4,56,3.6,888,883,5,0.9333,0.9515,0.9953,0.8839,0
MET-EQ-SMT-L09-SPI01-20260718-06,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T06:00:00+08:00,RUNNING,,60,3,57,3.6,873,862,11,0.95,0.9198,0.9881,0.8634,0
MET-EQ-SMT-L09-SPI01-20260718-07,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T07:00:00+08:00,RUNNING,,60,2,58,3.6,924,920,4,0.9667,0.9566,0.9965,0.9215,0
MET-EQ-SMT-L09-SPI01-20260718-08,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T08:00:00+08:00,RUNNING,,60,1,59,3.6,947,940,7,0.9833,0.9633,0.9927,0.9403,0
MET-EQ-SMT-L09-SPI01-20260718-09,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T09:00:00+08:00,RUNNING,,60,4,56,3.6,861,858,3,0.9333,0.923,0.9972,0.859,0
MET-EQ-SMT-L09-SPI01-20260718-10,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T10:00:00+08:00,RUNNING,,60,2,58,3.6,928,920,8,0.9667,0.9609,0.9922,0.9217,0
MET-EQ-SMT-L09-SPI01-20260718-11,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T11:00:00+08:00,RUNNING,,60,3,57,3.6,893,887,6,0.95,0.9401,0.9942,0.8879,0
MET-EQ-SMT-L09-SPI01-20260718-12,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T12:00:00+08:00,RUNNING,,60,4,56,3.6,871,861,10,0.9333,0.9341,0.989,0.8622,0
MET-EQ-SMT-L09-SPI01-20260718-13,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T13:00:00+08:00,RUNNING,,60,1,59,3.6,915,909,6,0.9833,0.9314,0.9941,0.9104,0
MET-EQ-SMT-L09-SPI01-20260718-14,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T14:00:00+08:00,RUNNING,,60,2,58,3.6,891,887,4,0.9667,0.9219,0.996,0.8876,0
MET-EQ-SMT-L09-SPI01-20260718-15,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T15:00:00+08:00,RUNNING,,60,3,57,3.6,881,876,5,0.95,0.9284,0.9948,0.8774,0
MET-EQ-SMT-L09-SPI01-20260718-16,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T16:00:00+08:00,RUNNING,,60,4,56,3.6,884,881,3,0.9333,0.9477,0.9968,0.8817,0
MET-EQ-SMT-L09-SPI01-20260718-17,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T17:00:00+08:00,RUNNING,,60,1,59,3.6,933,931,2,0.9833,0.9497,0.9986,0.9325,0
MET-EQ-SMT-L09-SPI01-20260718-18,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T18:00:00+08:00,RUNNING,,60,2,58,3.6,903,893,10,0.9667,0.9345,0.9898,0.8942,0
MET-EQ-SMT-L09-SPI01-20260718-19,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T19:00:00+08:00,RUNNING,,60,3,57,3.6,888,880,8,0.95,0.935,0.9921,0.8812,0
MET-EQ-SMT-L09-SPI01-20260718-20,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T20:00:00+08:00,RUNNING,,60,3,57,3.6,893,882,11,0.95,0.9409,0.9888,0.8838,0
MET-EQ-SMT-L09-SPI01-20260718-21,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T21:00:00+08:00,RUNNING,,60,2,58,3.6,894,887,7,0.9667,0.9257,0.993,0.8886,0
MET-EQ-SMT-L09-SPI01-20260718-22,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T22:00:00+08:00,RUNNING,,60,1,59,3.6,947,935,12,0.9833,0.9635,0.988,0.936,0
MET-EQ-SMT-L09-SPI01-20260718-23,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-18,2026-07-18T23:00:00+08:00,RUNNING,,60,4,56,3.6,908,901,7,0.9333,0.9739,0.9933,0.9029,0
MET-EQ-SMT-L09-SPI01-20260719-00,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T00:00:00+08:00,RUNNING,,60,4,56,3.6,880,869,11,0.9333,0.9437,0.9883,0.8705,0
MET-EQ-SMT-L09-SPI01-20260719-01,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T01:00:00+08:00,RUNNING,,60,1,59,3.6,898,893,5,0.9833,0.914,0.9949,0.8942,0
MET-EQ-SMT-L09-SPI01-20260719-02,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T02:00:00+08:00,RUNNING,,60,2,58,3.6,888,882,6,0.9667,0.9192,0.9941,0.8833,0
MET-EQ-SMT-L09-SPI01-20260719-03,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T03:00:00+08:00,RUNNING,,60,3,57,3.6,870,865,5,0.95,0.9159,0.995,0.8658,0
MET-EQ-SMT-L09-SPI01-20260719-04,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T04:00:00+08:00,RUNNING,,60,4,56,3.6,857,852,5,0.9333,0.9184,0.995,0.8529,0
MET-EQ-SMT-L09-SPI01-20260719-05,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T05:00:00+08:00,RUNNING,,60,1,59,3.6,932,925,7,0.9833,0.9488,0.9934,0.9268,0
MET-EQ-SMT-L09-SPI01-20260719-06,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T06:00:00+08:00,RUNNING,,60,2,58,3.6,882,877,5,0.9667,0.9131,0.9951,0.8784,0
MET-EQ-SMT-L09-SPI01-20260719-07,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T07:00:00+08:00,RUNNING,,60,3,57,3.6,897,886,11,0.95,0.9445,0.988,0.8865,0
MET-EQ-SMT-L09-SPI01-20260719-08,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T08:00:00+08:00,RUNNING,,60,4,56,3.6,856,850,6,0.9333,0.9178,0.9933,0.8508,0
MET-EQ-SMT-L09-SPI01-20260719-09,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T09:00:00+08:00,RUNNING,,60,1,59,3.6,931,928,3,0.9833,0.9469,0.9969,0.9282,0
MET-EQ-SMT-L09-SPI01-20260719-10,PL-SMT-09,EQ-SMT-L09-SPI01,2026-07-19,2026-07-19T10:00:00+08:00,RUNNING,,60,1,59,3.6,920,915,5,0.9833,0.9363,0.995,0.9161,0
